name,denom,addr,state,lat,lon
First Baptist Church-Commerce,Baptist,5102 Kinsie St Commerce,CA,34.00488,-118.1662
Greenwood Community,Southern Baptist Convention,6125 Greenwood Ave Commerce,CA,33.97405,-118.1311
St Marcellinus Parish,Roman Catholic,2349 Strong Ave Commerce,CA,34.00428,-118.1633
Asamblea Un Nuevo Comienzo de las Asambleas de Dios,Assemblies of God,5614 Jillson St Commerce,CA,34.00042,-118.1572
IB La Resurreccion,American Baptist,1400 S Eastern Ave Commerce,CA,34.01448,-118.1736
Minesterio Sol De Justicia,Non-Denominational,1239 Goodrich Blvd Commerce,CA,34.01477,-118.1568
Iglesia Camino de Santidad de Compton,NA,NA,NA,23.03139,113.1373
Bethel Pentecostal Holy Church,Pentecostal,1942 E El Segundo Blvd Compton,CA,33.9157,-118.2376
Brister Memorial BC,Southern Baptist Convention,1531 S Long Beach Blvd Compton,CA,33.88129,-118.2049
Calvary Baptist Church,Southern Baptist Convention,1517 E Alondra Blvd Compton,CA,33.88877,-118.2053
Calvary Bible Church,Assemblies of God,1301 E Palmer St Compton,CA,33.89862,-118.2092
Calvary Resurrectional Msny,Southern Baptist Convention,12416 S Wilmington Ave Compton,CA,33.91925,-118.2387
Christ First Baptist Church,Baptist,701 N Long Beach Blvd Compton,CA,33.90107,-118.2084
Christ Saint John Baptist Church,Baptist,2201 W Compton Blvd Compton,CA,33.89605,-118.2546
Christ St John Baptist Church,Baptist,2201 W Compton Blvd Compton,CA,33.89605,-118.2546
Church Of Christ,Church of Christ,1823 N Santa Fe Ave Compton,CA,33.90934,-118.2169
Church Of God Of Prophecy,Church of God,515 N Alameda St Compton,CA,33.89969,-118.2211
Citizens of Zion Missionary,Baptist,12930 S Lime Ave Compton,CA,33.90409,-118.1927
Curry Temple Cme Church,Methodist,336 E Rosecrans Ave Compton,CA,33.90327,-118.2204
Double Rock Baptist Church,Baptist,1900 W Alondra Blvd Compton,CA,33.88792,-118.2489
Faith Community Church,International Council of Community,1136 S Acacia Ave Compton,CA,33.88542,-118.2255
Faithful Church Of God In Christ,Church of God in Christ,450 W Rosecrans Ave Compton,CA,33.90306,-118.2321
First Christian Church,Other Christian,225 S Santa Fe Ave Compton,CA,33.89463,-118.2161
Greater Union Baptist Church,Southern Baptist Convention,714 N Tamarind Ave Compton,CA,33.90121,-118.2221
Hosanna Apostolic Bilingual,Pentecostal,2343 E El Segundo Blvd Compton,CA,33.91673,-118.2298
Iglesia De Jesucristo,Other Christian,1007 N Long Beach Blvd Compton,CA,33.90284,-118.2087
Immanuel Baptist Church,American Baptist,506 E Laurel St Compton,CA,33.89338,-118.217
Light of the World Church of God in Christ,Non-Denominational,113 E Rosecrans Ave Compton,CA,33.90362,-118.2241
Love And Unity Church Of God In Christ,Church of God in Christ,1840 S Wilmington Ave Compton,CA,33.87805,-118.2362
Macedonia Church Of Christ,Church of Christ,311 S Santa Fe Ave Compton,CA,33.89371,-118.2159
Martin Temple Ame Zion Church,African Methodist Episcopal Zion,1005 N Rose Ave Compton,CA,33.90298,-118.2198
Ministerio a la Luz de la Palabra,Assemblies of God,111 N Long Beach Blvd Compton,CA,33.89642,-118.2081
Mt Pilgrim Baptist Church,Southern Baptist Convention,400 S Santa Fe Ave Compton,CA,33.89323,-118.2155
New Jerusalem Church Of God,Church of God,420 S Santa Fe Ave Compton,CA,33.89913,-118.2157
Progress Baptist Church,Baptist,2122 E El Segundo Blvd Compton,CA,33.91598,-118.2347
Sacred Heart Parish,Roman Catholic,1720 N Culver Ave Compton,CA,33.9078,-118.2282
Saint Philip Lutheran Church,Lutheran Church of Missouri Synod,1110 N Dwight Ave Compton,CA,33.90445,-118.2426
Solid Rock Mission Church Inc,Missionary,1601 E Alondra Blvd Compton,CA,33.88898,-118.2048
Starlight Church,Non-Denominational,609 S Bowen Ave Compton,CA,33.89095,-118.2071
Temple Of Faith Church,Non-Denominational,344 W Alondra Blvd Compton,CA,33.88826,-118.228
Trinity Chapel Of Compton,Assemblies of God,2813 N Wilmington Ave Compton,CA,33.91762,-118.2398
True Faith Baptist Church,Baptist,1232 E 149th St Compton,CA,33.89751,-118.2534
Calvary Chapel Compton,Calvary Chapel,403 Santa Fe Ave Compton,CA,33.89331,-118.2164
Compton Community Apostolic Church,Pentecostal Assemblies of the World,1530 E. Compton Blvd. Compton,CA,33.8957,-118.2059
Iglesia Camino de Santidad de Compton,Apostolic,14829 S Atlantic Ave Compton,CA,33.89787,-118.1938
WORLD WIDE MINISTRIES,Other Christian,2005 North Pannes Avenue Compton,CA,33.90839,-118.2011
Allen Chapel Baptist,Southern Baptist Convention,131 N Wilmington Ave Compton,CA,33.89697,-118.2379
Carver Chapel Compton Foursquare Church,Foursquare Gospel,717 W Cherry St Compton,CA,33.90417,-118.237
Compton Community SDA Church,Seventh Day Adventist,1226 W Compton Blvd Compton,CA,33.89524,-118.2438
Crossroads Njia Panda,United Methodist,2354 N Wilmington Ave Compton,CA,33.91402,-118.2386
First United Methodist Church,United Methodist,1025 S Long Beach Blvd Compton,CA,33.887,-118.207
Hope in Christ Community Church,Southern Baptist Convention,1019 N Harris Ave Compton,CA,33.90303,-118.1997
New Brighter Day BC,Southern Baptist Convention,1911 E Alondra Blvd Compton,CA,33.88902,-118.2016
Saint Timothy's Parish,Episcopal,312 S Oleander Ave Compton,CA,33.89358,-118.2284
Sunago Grace Covenant Church,Evangelical Covenant,1005 E Palmer St Compton,CA,33.8986,-118.2125
Tamarind Avenue SDA Church,Seventh Day Adventist,417 S Tamarind Ave Compton,CA,33.89262,-118.2219
Berean Bible Fellowship Church,Southern Baptist Convention,708 E Laurel St Compton,CA,33.89374,-118.2154
Calvary Fellowship Compton,Calvary Chapel,1405 S Long Beach Blvd Compton,CA,33.88338,-118.2056
Christ the Living Word BC,Southern Baptist Convention,450 W Raymond St Compton,CA,33.8868,-118.2303
Community MBC,Southern Baptist Convention,1155 E 148th St Compton,CA,33.89874,-118.2528
East Compton Community Church,Community,604 S Long Beach Blvd Compton,CA,33.89124,-118.2073
Fair Havens Church Of God,Church of God,2124 E Bliss St Compton,CA,33.90794,-118.2319
First Mission Baptist Church,Baptist,724 W Alondra Blvd Compton,CA,33.88853,-118.233
Jehova Nissi,Assemblies of God,14803 S Atlantic Ave Compton,CA,33.89853,-118.1939
Mount Lebanon Baptist Church,Baptist,2149 E Hatchway St Compton,CA,33.90904,-118.2316
New Life Christian Church,Non-Denominational,1913 N Wilmington Ave Compton,CA,33.91035,-118.2394
Our Lady of Victory Parish,Roman Catholic,500 E Palmer St Compton,CA,33.89806,-118.2179
Peoples United Church Of Christ,United Church of Christ,1112 S Wilmington Ave Compton,CA,33.88616,-118.2366
Shepherd of the Hills,Southern Baptist Convention,1210 S Dwight Ave Compton,CA,33.88443,-118.2405
St Martin's Inner City Community Services and Episcopal Mission,Episcopal,2115 N Wilmington Ave Compton,CA,33.91198,-118.2396
Calvary Apostolic Church,United Pentecostal Church International,3425 Concord Blvd Concord,CA,37.97815,-122.0151
Calvary Baptist Church,Southern Baptist Convention,2140 Olivera Ct Concord,CA,37.99663,-122.0402
Calvary Chapel Concord,Calvary Chapel,4065 Nelson Ave Concord,CA,38.00956,-122.0449
Calvary Temple Christian Schl,Assemblies of God,4725 Evora Rd Concord,CA,38.02286,-121.983
Clayton Valley Church,Baptist,5430 Michigan Blvd Concord,CA,37.94621,-121.9629
Concord United Methodist Church,United Methodist,1645 West St Concord,CA,37.97283,-121.9976
Crossroads Covenant Church of Clayton Valley,Evangelical Covenant,5353 Concord Blvd Concord,CA,37.95793,-121.9516
Fair Oaks Baptist Church,Converge Worldwide (Baptist General Conference),1925 Risdon Rd Concord,CA,37.94445,-122.0331
First Baptist Church,Southern Baptist Convention,3033 Bonifacio St Concord,CA,37.98584,-122.026
First Christian Church,Disciples of Christ,3039 Willow Pass Rd Concord,CA,37.98121,-122.0226
First Presbyterian Church,Presbyterian,1965 Colfax St Concord,CA,37.97802,-122.0326
Good Shepherd Lutheran Church,Evangelical Lutheran in America,4000 Clayton Rd Concord,CA,37.96679,-122.001
Grace Chinese Alliance Church,Christian and Missionary Alliance,1630 Grant St Concord,CA,37.97477,-122.0307
Grace Free Will Baptist Church,Baptist,2875 The Alameda Concord,CA,37.97581,-122.0253
Harvest Church,Non-Denominational,1653 Willow Pass Rd Concord,CA,37.97209,-122.0438
Haven Baptist Church,Southern Baptist Convention,3578 Clayton Rd Concord,CA,37.96951,-122.0102
Holy Cross Lutheran Church,Lutheran Church of Missouri Synod,1092 Alberta Way Concord,CA,37.94648,-121.9683
New Life Christian Fellowship,Southern Baptist Convention,3525 Chestnut Ave Concord,CA,37.97251,-122.0112
Parkhaven Baptist Church,Southern Baptist Convention,1187 Meadow Ln Concord,CA,37.95988,-122.0422
Queen of All Saints Parish,Roman Catholic,2390 Grant St Concord,CA,37.98119,-122.0355
Seventh-Day Adventist Church,Seventh Day Adventist,800 Grayson Rd Pleasant Hill,CA,37.94765,-122.0897
St Agnes Church,Roman Catholic,3966 Chestnut Ave Concord,CA,37.971,-122.0019
St Demetrios Greek Orthodox Church,Greek Orthodox,1955 Kirker Pass Rd Concord,CA,37.96235,-121.9446
St Francis of Assisi Parish,Roman Catholic,860 Oak Grove Rd Concord,CA,37.94169,-122.0273
St Martin of Tours,Anglican,5294 Concord Blvd Concord,CA,37.95709,-121.9534
St Michael and All Angels,Episcopal,2925 Bonifacio St Concord,CA,37.98423,-122.0269
St Michael the Archangel Church,Orthodox,2425 Olivera Rd Concord,CA,37.99547,-122.0335
Tabernacle Baptist Church,Baptist- Independent,4380 Concord Blvd Concord,CA,37.97483,-121.9851
The Salvation Army Concord Community Church,Salvation Army,3950 Clayton Rd Concord,CA,37.96727,-122.0027
Valley Christian Church,Restorationist,1411 La Vista Ave Concord,CA,37.96616,-122.0052
Ygnacio Valley Presbyterian Church,Presbyterian,2140 Minert Rd Concord,CA,37.94064,-122.032
Concord Bible EFC,Evangelical Free Church,4975 Concord Blvd Concord,CA,37.96568,-121.9671
Concord Christ Community,Nazarene,1650 Ashbury Dr Concord,CA,37.97191,-122.0349
Concord Foursquare Church,Foursquare Gospel,3979 Chestnut Ave Concord,CA,37.97311,-122.001
Faith Missionary Baptist Church,American Baptist Association,4266 Thompson Dr Concord,CA,37.95326,-122.0059
First Lutheran Church Lcms,Lutheran,4000 Concord Blvd Concord,CA,37.97726,-121.9982
Freedom Church,Southern Baptist Convention,2250 Commerce Ave Ste D Concord,CA,37.97719,-122.0455
St Bonaventure Parish,Roman Catholic,5562 Clayton Rd Concord,CA,37.94764,-121.9527
St Mary and St Mina,Coptic Orthodox,2702 Clayton Rd Concord,CA,37.97471,-122.0273
Vineyard Christian Fellowship,Vineyard,1970 Grant St Concord,CA,37.97794,-122.0331
Bethany Evangelical Lutheran Church,Lutheran,4190 Chaban Dr Concord,CA,37.97389,-121.986
Centro Christiano Vida Nueva,Other Christian,1717 Solano Way Concord,CA,37.99612,-122.0516
Concord Full Gospel Church,Full Gospel,988 Oak Grove Rd Concord,CA,37.94812,-122.0325
Concord Hispanic Ministry,Non-Denominational,3540 Chestnut Ave Concord,CA,37.97144,-122.0107
Concord Seventh-day Adventist Church,Seventh Day Adventist,1655 West St Concord,CA,37.97407,-121.996
Doorkeepers,Southern Baptist Convention,3601 Hammond Pl Concord,CA,37.97928,-122.0008
Full Gospel Church,Full Gospel,2120 Olivera Ct Concord,CA,37.99681,-122.0412
Indonesian Harvest Church,Non-Denominational,1693 Willow Pass Rd Concord,CA,37.97263,-122.0425
Oakgrove Chapel,Non-Denominational,2930 Treat Blvd Concord,CA,37.93661,-122.0272
Saint Mina Coptic Orthodox Church,Orthodox,3350 Clayton Rd Concord,CA,37.97165,-122.0162
The Gates Of Zion,Non-Denominational,5045 Valley Crest Dr Apt 199 Concord,CA,37.95628,-121.9721
Tongan for God Assembly of God,Assemblies of God,2748 E Olivera Rd Concord,CA,37.99358,-122.0238
Tongan For God Assembly Of God Church,Assemblies of God,2073 Oak Park Blvd Concord,CA,37.93294,-122.082
Cool Community Church,Evangelical Free Church,863 Cave Valley Rd Cool,CA,38.874,-121.0212
Copper Canyon Baptist Church,Southern Baptist Convention,217 School St Copperopolis,CA,37.98196,-120.6423
Crossroads Church,Non-Denominational,411 Main St Copperopolis,CA,37.97971,-120.6388
Episcopal Church Of Epiphany,Episcopal,1001 Dairy Ave Corcoran,CA,36.09963,-119.5717
New Hope Fellowship Assembly of God of Corcoran,Assemblies of God,1200 Flory Ave Corcoran,CA,36.09646,-119.5574
Our Lady of Lourdes Parish,Roman Catholic,1404 Hanna Ave Corcoran,CA,36.09996,-119.5654
Corcoran Pentecostal Church,Pentecostal,1725 Chittenden Ave Corcoran,CA,36.09119,-119.5595
First Missionary Baptist Church,American Baptist Association,1315 Patterson Ave Corcoran,CA,36.10149,-119.5643
First Pentecostal Church,Pentecostal,625 Soto Ave Corcoran,CA,36.10415,-119.5741
First United Methodist Church,United Methodist,1101 Letts Ave Corcoran,CA,36.09701,-119.5674
Harvest Community Baptist Church,Southern Baptist Convention,144 Dairy Ave Corcoran,CA,36.11232,-119.5717
Our Lady Of Lourdes Catachetical Center,Catholic,1409 Brokaw Ave Corcoran,CA,36.1009,-119.5653
CentroCristiano AguaViva Presbyterian Church,Presbyterian,1001 Letts Ave Corcoran,CA,36.09926,-119.5671
Corcoran SDA Church,Seventh Day Adventist,1320 Norboe Ave Corcoran,CA,36.09485,-119.5624
Ebenezer Asambleas de Dios,Assemblies of God,1705 Osage Ave Corcoran,CA,36.08508,-119.5692
First Church Of The Nazarene,Church of the Nazarene,1527 Jepsen Ave Corcoran,CA,36.09668,-119.5673
Apostolic Assembly Of The Faith,Apostolic,2725 North Ave Corcoran,CA,36.10515,-119.5875
Church Of Christ,Church of Christ,1901 Sherman Ave Corcoran,CA,36.09417,-119.5711
Church Of Light,Non-Denominational,750 Pickerell Ave Corcoran,CA,36.10224,-119.5545
Corcoran Community,Nazarene,1201 Letts Ave Corcoran,CA,36.09644,-119.5673
First Baptist Church,Baptist,900 Gardner Ave Corcoran,CA,36.10072,-119.5559
Resurrection Ministry Church,Non-Denominational,2824 Whitley Ave Corcoran,CA,36.09844,-119.5881
Saint Paul Baptist Church,Baptist,6350 Nice Ave Corcoran,CA,36.1183,-119.5785
Family Bible Church,Bible,609 Marin St Corning,CA,39.9266,-122.1733
First Baptist Church Independent,Baptist,506 Colusa St Corning,CA,39.9318,-122.1721
Mount Olive Lutheran Church,Lutheran Church of Missouri Synod,341 E Solano St Corning,CA,39.92736,-122.1644
Neighborhood Full Gospel Church,Full Gospel,901 South St Corning,CA,39.92552,-122.1772
Believer's Spiritual Recovery Center,"Church of God (Anderson, IN)",783 Solano St Corning,CA,39.92762,-122.1753
Sonlight Worship Center,International Pentecostal Holiness,1520 East St P.O. Box 796 Corning,CA,39.92135,-122.176
Corning Church Of Christ,Church of Christ,1440 Yolo St Corning,CA,39.92916,-122.1853
Corning Foursquare Church,Foursquare Gospel,404 5th St Corning,CA,39.93158,-122.1824
Corning SDA Church,Seventh Day Adventist,610 West St Corning,CA,39.92956,-122.1858
Corning-Harvest Christian Center,Church of God (Pentecostal),1006 6th Ave Corning,CA,39.92549,-122.1837
First Presbyterian Church,Presbyterian,471 N Marguerite Ave Corning,CA,39.93073,-122.1693
Good News Light House,International Pentecostal Holiness,1520 East St Corning,CA,39.92135,-122.176
New Life Assembly,Assemblies of God,660 Solano St Corning,CA,39.92987,-122.1751
Olive Branch Baptist Fellowship,Southern Baptist Convention,565 1st St Corning,CA,39.93021,-122.1764
First Apostolic Church   Iglesia Apostolica Primitiva,Apostolic,1418 South St Corning,CA,39.92614,-122.1844
Truth Tabernacle of Corning,United Pentecostal Church International,1308 Solano St Corning,CA,39.92801,-122.1828
Our Lady of Sorrows Parish,Roman Catholic,814 Solano St Corning,CA,39.92797,-122.1763
Saint Andrews Episcopal Church,Episcopal,815 1st St Corning,CA,39.92738,-122.1768
Apostolic Church of Corona,Apostolic,729 Brianna Way Corona,CA,33.8893,-117.5341
Cathedral On The Hill,Non-Denominational,3737 Blair St Corona,CA,33.87446,-117.5242
Centro Libre,Non-Denominational,1569 Yorba St Corona,CA,33.88015,-117.5972
Conquerers In Christ,Non-Denominational,975 Burr St Corona,CA,33.86703,-117.5814
Corona Canyon Community,Nazarene,1504 Taber St Corona,CA,33.84178,-117.5354
Corona Church of Christ,Churches of Christ,815 S Sherman Ave Corona,CA,33.87513,-117.5885
Corona Community Church,Community,1717 Via Del Rio Corona,CA,33.87228,-117.6014
Corona Main Street Spanish Church,Seventh Day Adventist,1001 S Main St Corona,CA,33.87126,-117.567
Corona New Hope Family Worship Center,Assemblies of God,804 S Lincoln Ave Corona,CA,33.87494,-117.5846
Corpus Christi Catholic Church,Catholic,3760 N Mckinley St Corona,CA,33.88118,-117.5144
Crossroads Christian Church,Other Christian,2331 Kellogg Ave Corona,CA,33.85154,-117.5561
Crown Of Life Lutheran Church,Wisconsin Evangelical Lutheran Synod,1864 Oak Valley Village Cir Beaumont,CA,33.94662,-117.0029
Emissaries Of Divine Light,Non-Denominational,25005 Glen Ivy Rd Corona,CA,33.75687,-117.4948
First Baptist Church,Baptist,111 W 8th St Corona,CA,33.87365,-117.5674
First Congregational Church,United Church of Christ,809 Ramona Ave Corona,CA,33.87264,-117.5657
Grace Baptist Church Of Corona,Baptist,2781 S Lincoln Ave Corona,CA,33.85121,-117.5866
Grace Korean Church Retreat,Non-Denominational,11985 Indian Truck Trl Corona,CA,33.7331,-117.4551
Grace Lutheran Church,Lutheran Church of Missouri Synod,1811 S Lincoln Ave Corona,CA,33.86301,-117.5847
Harvest Christian Fellowship Eastvale Campus,Calvary Chapel,13031 Orange Street Corona,CA,33.95967,-117.5675
Harvest Christian Fellowship South Corona Campus,Calvary Chapel,2710 Lakeshore Drive Corona,CA,33.81397,-117.5096
Inland Vineyard Church,Vineyard,935 N Mckinley St Corona,CA,33.8987,-117.5289
Kingdom of God Community Church,Southern Baptist Convention,13702 Aspen Leaf Ln Corona,CA,33.95331,-117.5824
Olive Branch Community Church,Southern Baptist Convention,7702 El Cerrito Rd Corona,CA,33.83579,-117.5246
Peace Lutheran Church,Evangelical Lutheran in America,280 E Ontario Ave Corona,CA,33.85518,-117.5672
Saddleback Church Corona Campus,Southern Baptist Convention,1395 Foothill Pkwy Corona,CA,33.83566,-117.5461
Saenuri Church,Presbyterian,1550 Greenbriar Ave Corona,CA,33.90333,-117.5834
Saint Edward's Catholic Church,Catholic,605 W 5th St Corona,CA,33.87731,-117.5726
Saint John's Episcopal Church,Episcopal,526 Magnolia Ave Corona,CA,33.85514,-117.5599
Saint Mary Magdalene,Roman Catholic,8540 Weirick Rd Corona,CA,33.80794,-117.5106
Shrine Of The Presentation,Catholic,1775 S Main St Corona,CA,33.86246,-117.5675
